,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
2005,Data Analyst,$65K-$120K,2.5,Enclipse,"Oakland, CA","Minneapolis, MN",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Data Analyst,Oakland,Minneapolis
2006,"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",$65K-$120K,3.7,"PRIMUS Global Services, Inc","San Francisco, CA","Irving, TX",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Business Intelligence,San Francisco,Irving
2007,Business Data Analyst - Senior/Director : 20,$65K-$120K,4.6,Akraya Inc.,"San Francisco, CA","Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Analyst Senior,San Francisco,Santa Clara
2008,Senior Data Analyst,$65K-$120K,3.6,Vida,"San Francisco, CA","Vienna, Austria",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,Senior Analyst,San Francisco,Vienna
2009,Senior Data Analyst - User Growth,$65K-$120K,3.4,Redfin,"San Francisco, CA","Seattle, WA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Senior Analyst,San Francisco,Seattle
2010,Senior Data Analyst,$65K-$120K,3.5,Flexport,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),Senior Analyst,San Francisco,San Francisco
2011,"Senior Compliance Data Analyst, Cash App",$65K-$120K,4.0,Square,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Senior Analyst,San Francisco,San Francisco
2012,Data Analyst,$65K-$120K,4.1,Kforce,"San Ramon, CA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Data Analyst,San Ramon,Tampa
2013,Procurement Data Analyst,$65K-$120K,3.3,Bio-Rad,"Hercules, CA","Hercules, CA",5001 to 10000 employees,1952,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Data Analyst,Hercules,Hercules
2014,Master Data Management (MDM) - Business Systems Analyst,$65K-$120K,3.5,Saama,"South San Francisco, CA","Faridabad, India",1 to 50 employees,2007,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Management,South San Francisco,Faridabad
2015,Sr. Data Analyst - Risk Analysis,$65K-$120K,4.5,OKCoin,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Analyst Analyst,San Francisco,San Francisco
2016,Lead Data Analyst (Product),$65K-$120K,-1.0,Kinship,"San Francisco, CA","Chicago, IL",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Data Analyst,San Francisco,Chicago
2017,Lead Data Analyst,$65K-$120K,3.9,Diverse Lynx,"San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,San Francisco,Princeton
2018,Salesforce Administrator and Data Analyst,$65K-$120K,-1.0,SF IHSS Public Authority,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Senior Analyst,San Francisco,-1
2019,Alerts Business/Data Analyst,$65K-$120K,3.8,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Data Analyst,San Francisco,Glen Allen
2020,Senior Business Data Analyst,$65K-$120K,4.0,Hazelcast,"San Mateo, CA","Palo Alto, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Senior Analyst,San Mateo,Palo Alto
2021,BI Developer - Data Analyst,$65K-$120K,4.1,"LeadStack, Inc.","Foster City, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,Foster City,San Francisco
2022,Biological Data Analyst - Remote,$65K-$120K,-1.0,Parker Institute for Cancer Immunotherapy,"San Francisco, CA","San Francisco, CA",51 to 200 employees,-1,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable,Analyst Remote,San Francisco,San Francisco
2023,Data Systems Analyst (7199U,$65K-$120K,4.1,University of California Berkeley,"Berkeley, CA","Berkeley, CA",10000+ employees,1682,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),Data Analyst,Berkeley,Berkeley
2024,Sr. Business and Data Analyst,$46K-$86K,5.0,addastaff,"San Francisco, CA","San Mateo, CA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,San Francisco,San Mateo
2025,Business Data Analyst - Senior/Director,$46K-$86K,4.5,HireTalent,"San Francisco, CA","New York, NY",201 to 500 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Analyst Senior,San Francisco,New York
2026,"Lead Data Analyst, BI/Visualizations",$46K-$86K,4.8,Chime,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Visualization,San Francisco,San Francisco
2027,"Lead Data Analyst, BI/Visualizations",$46K-$86K,-1.0,Chime Bank,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Visualization,San Francisco,-1
2028,Epic Clarity Data Analyst,$46K-$86K,4.1,APN Software Services Inc.,"Oakland, CA","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Data Analyst,Oakland,Newark
2029,Senior Data Analyst,$46K-$86K,2.7,The Pill Club,"San Mateo, CA","San Mateo, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Senior Analyst,San Mateo,San Mateo
2030,Senior Health Data Analyst,$46K-$86K,-1.0,One Medical,"San Francisco, CA","South Melbourne, Australia",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Senior Analyst,San Francisco,South Melbourne
2031,Business Data Analyst - Senior/Director,$46K-$86K,3.9,"TalentBurst, Inc.","San Francisco, CA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Analyst Senior,San Francisco,Natick
2032,Sales Finance Data Analyst,$46K-$86K,3.0,Qualys,"Foster City, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Data Analyst,Foster City,Foster City
2033,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",$46K-$86K,3.8,ZS Associates,"San Francisco, CA","Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Business Intelligence,San Francisco,Evanston
2034,Data Integrity Analyst,$46K-$86K,3.1,"I.T. Solutions, Inc.","Foster City, CA","Monmouth Junction, NJ",201 to 500 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,Foster City,Monmouth Junction
2035,"Business data analyst - SFO , CA",$46K-$86K,3.9,Diverse Lynx,"San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Business Intelligence,San Francisco,Princeton
2036,Business Data Analyst WITH Data Standards and Migration,$46K-$86K,3.9,Diverse Lynx,"San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Business Intelligence,San Francisco,Princeton
2037,Senior Data Analyst,$46K-$86K,3.2,QuinStreet,"San Mateo, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),Senior Analyst,San Mateo,Foster City
2038,BI Data Analyst / Business Analyst,$46K-$86K,4.4,Alliance IT,"San Ramon, CA","Pleasanton, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Analyst Analyst,San Ramon,Pleasanton
2039,Senior Product Data Analyst,$46K-$86K,3.9,LiveCareer,"San Francisco, CA","Guaynabo, PR",501 to 1000 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,Guaynabo
2040,"Senior Business Data Analyst, Growth Strategy",$46K-$86K,3.5,Square Trade,"San Francisco, CA","San Francisco, CA",201 to 500 employees,1999,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),Senior Analyst,San Francisco,San Francisco
2041,Senior Product Data Analyst,$46K-$86K,3.6,BOLD,"San Francisco, CA","Guaynabo, PR",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,Guaynabo
2042,Data Analyst Junior,$46K-$86K,5.0,"Staffigo Technical Services, LLC","San Francisco, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Analyst Junior,San Francisco,Woodridge
2043,"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",$46K-$86K,4.4,"Next Level Business Services, Inc.","San Francisco, CA","Alpharetta, GA",5001 to 10000 employees,2007,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Reporting Analyst,San Francisco,Alpharetta
2044,Senior Data Analyst,$46K-$86K,4.4,The Armada Group,"San Francisco, CA","Santa Cruz, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,Santa Cruz
2045,Sr Data Analyst,$46K-$86K,4.9,GoAhead Solutions,"San Francisco, CA","South San Francisco, CA",1 to 50 employees,2001,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,San Francisco,South San Francisco
2046,Senior Business and Data Analyst,$46K-$86K,5.0,addastaff,"San Francisco, CA","San Mateo, CA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Mateo
2047,Data Analyst - Int,$47K-$74K,4.3,Abacus Service Corporation,"Oakland, CA","Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Oakland,Southfield
2048,Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K,3.8,Franklin Templeton Investments,"San Mateo, CA","San Mateo, CA",5001 to 10000 employees,1947,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),Business Intelligence,San Mateo,San Mateo
2049,Enrollment & Student Services Data & Systems Operations Analyst,$47K-$74K,3.9,Sutter Health System,"Oakland, CA","Sacramento, CA",10000+ employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),Reporting Analyst,Oakland,Sacramento
2050,"Lead Data Analyst, Product",$47K-$74K,4.8,Chime,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
2051,Biological Data Analyst,$47K-$74K,-1.0,Parker Institute for Cancer Immunotherapy,"San Francisco, CA","San Francisco, CA",51 to 200 employees,-1,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
2052,BI Data Analyst - Tibco & Spotfire,$47K-$74K,3.4,Incedo Inc,"South San Francisco, CA","Iselin, NJ",1001 to 5000 employees,2012,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,South San Francisco,Iselin
2053,Data Analyst - Life Sciences,$47K-$74K,3.1,"I.T. Solutions, Inc.","Foster City, CA","Monmouth Junction, NJ",201 to 500 employees,-1,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,Foster City,Monmouth Junction
2054,Sr. Data Analyst( Healthcare),$47K-$74K,4.6,Ascent,"Alameda, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Alameda,Concord
2055,Senior Data Analyst - Health Care Innovation,$47K-$74K,3.4,"Impaq International, Llc","Oakland, CA","Columbia, MD",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Senior Analyst,Oakland,Columbia
2056,Technical Business Analyst with SQL Data Specialist,$47K-$74K,3.0,"Central Business Solutions, Inc","Walnut Creek, CA","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Technical Business,Walnut Creek,Fremont
2057,Lead Data Engineer (Capital Markets Business Analyst 2),$47K-$74K,3.6,Wells Fargo,"San Francisco, CA","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Capital Markets,San Francisco,San Francisco
2058,Data and Policy Analyst - Writer/Coordinator,$47K-$74K,3.2,Acumen,"Burlingame, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Data Analyst,Burlingame,Burlingame
2059,Master Data Management (MDM) - Business Systems Analyst,$47K-$74K,3.4,Saama Technologies Inc,"South San Francisco, CA","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Data Management,South San Francisco,Campbell
2060,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",$47K-$74K,3.8,Epikso,"South San Francisco, CA","Pleasant Hill, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Analytics Solutions,South San Francisco,Pleasant Hill
2061,Senior Business Technology Analyst - MDM / Data Management,$47K-$74K,3.0,"ZS Associates, Inc.","San Francisco, CA","Evanston, IL",5001 to 10000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Management,San Francisco,Evanston
2062,Senior SAS Data Analyst,$47K-$74K,4.6,The Ascent Services Group,"San Ramon, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Senior Analyst,San Ramon,Concord
2063,Lead Data Analyst,$47K-$74K,3.0,The Accuro Group,"San Francisco, CA","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,San Francisco,Raleigh
2064,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),$47K-$74K,3.7,City and County of San Francisco,"San Francisco, CA","San Francisco, CA",5001 to 10000 employees,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable,Security Clearance,San Francisco,San Francisco
2065,Business Analyst with Data Loss Prevention (DLP) Concepts,$47K-$74K,3.8,Epikso Inc,"Foster City, CA","Pleasant Hill, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Business Intelligence,Foster City,Pleasant Hill
2066,"Sr. Analyst, Financial Data and Reporting",$47K-$74K,3.6,Central Garden & Pet Company,"Walnut Creek, CA","Walnut Creek, CA",1001 to 5000 employees,1980,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Analyst Data,Walnut Creek,Walnut Creek
2067,"Lead Data Analyst, Product",$47K-$74K,-1.0,Chime Bank,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,San Francisco,-1
2068,Business Analyst II (Scientific Business Analyst PreClinical Data),$47K-$74K,4.6,Ascent,"South San Francisco, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Business Intelligence,South San Francisco,Concord
2069,Sr. Process Analyst - Data Privacy Project,$47K-$74K,4.6,The Ascent Services Group,"San Rafael, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Analyst Data,San Rafael,Concord
2070,Data Analyst-IT II,$47K-$74K,4.1,APN Software Services Inc.,"Redwood City, CA","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Data Analyst,Redwood City,Newark
2071,Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K,-1.0,Franklin Resources,"San Mateo, CA","Worthington, OH",1 to 50 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,Business Intelligence,San Mateo,Worthington
2072,Sr. Data Analysts (Banking Domain),$47K-$74K,5.0,Concept Software & Services Inc,"San Francisco, CA","Alpharetta, GA",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Data Analyst,San Francisco,Alpharetta
2073,Data Analyst,$34K-$61K,3.2,Allied Solutions,"Carmel, IN","Carmel, IN",1001 to 5000 employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),Data Analyst,Carmel,Carmel
